Timestamp,Composite_Score,Physio_Tension,Optical_BPM,Blink_Per_Min,AU4_Z,AU23_Z,Flags
02:49:01.478,36.07,22.13,48,28,-1.18,1.99,POSTURAL AVOIDANCE
02:49:01.514,35.38,25.12,48,28,-0.71,0.69,POSTURAL AVOIDANCE
02:49:01.536,35.11,28.73,48,28,-0.38,-0.22,POSTURAL AVOIDANCE
02:49:01.567,35.58,35.83,48,28,-0.92,-0.93,POSTURAL AVOIDANCE
02:49:01.584,35.98,35.59,48,28,-0.42,-1.52,POSTURAL AVOIDANCE
02:49:01.656,36.22,34.32,48,28,0.02,-1.98,POSTURAL AVOIDANCE
02:49:01.680,36.31,33.17,48,28,0.33,-2.31,POSTURAL AVOIDANCE
02:49:01.726,36.93,38.47,48,28,-0.35,-3.0,POSTURAL AVOIDANCE
02:49:01.748,37.8,41.64,48,28,-0.82,-3.49,POSTURAL AVOIDANCE
02:49:01.780,39.0,45.75,48,28,-1.75,-3.8,POSTURAL AVOIDANCE
02:49:01.796,40.24,47.48,48,28,-2.4,-4.02,POSTURAL AVOIDANCE
02:49:01.867,41.17,45.48,48,28,-1.67,-3.8,POSTURAL AVOIDANCE
02:49:01.889,41.79,43.38,48,28,-1.16,-3.65,POSTURAL AVOIDANCE
02:49:01.911,42.14,36.26,48,28,-1.9,-0.33,POSTURAL AVOIDANCE | SUPPRESSION PROFILE
02:49:01.932,41.05,27.24,48,28,-1.46,0.96,POSTURAL AVOIDANCE
02:49:01.968,39.88,25.39,48,28,-1.12,1.04,POSTURAL AVOIDANCE
02:49:01.984,38.69,23.95,48,28,-0.88,1.1,POSTURAL AVOIDANCE
02:49:02.051,38.1,28.83,48,28,-1.61,0.75,POSTURAL AVOIDANCE
02:49:02.073,37.35,26.58,48,28,-1.49,1.12,POSTURAL AVOIDANCE
02:49:02.126,36.32,23.06,48,28,-0.97,1.41,POSTURAL AVOIDANCE
02:49:02.149,35.08,19.95,48,28,-1.03,2.72,POSTURAL AVOIDANCE
02:49:02.176,33.73,17.55,48,28,-0.68,3.2,POSTURAL AVOIDANCE
02:49:02.196,32.34,15.84,48,28,-0.43,3.53,POSTURAL AVOIDANCE
02:49:02.268,31.96,24.5,48,28,-2.35,2.63,POSTURAL AVOIDANCE
02:49:02.288,31.9,27.36,48,28,-3.7,2.0,POSTURAL AVOIDANCE
02:49:02.308,32.89,32.85,48,28,-2.27,0.37,POSTURAL AVOIDANCE | SUPPRESSION PROFILE
02:49:02.327,33.73,37.29,48,28,-1.28,-0.89,POSTURAL AVOIDANCE
02:49:02.377,34.7,34.36,48,28,-3.06,0.33,POSTURAL AVOIDANCE | SUPPRESSION PROFILE
02:49:02.395,34.68,30.55,48,28,-4.31,1.18,POSTURAL AVOIDANCE
02:49:02.432,35.71,36.0,48,28,-5.02,0.21,POSTURAL AVOIDANCE | SUPPRESSION PROFILE
02:49:02.448,37.06,40.22,48,28,-5.52,-0.46,POSTURAL AVOIDANCE | SUPPRESSION PROFILE
02:49:02.539,37.98,42.26,48,28,-6.0,-0.81,POSTURAL AVOIDANCE
02:49:02.562,38.94,43.53,48,28,-6.34,-1.06,POSTURAL AVOIDANCE
02:49:02.583,38.66,32.13,48,28,-9.46,0.92,POSTURAL AVOIDANCE
02:49:02.602,37.53,27.36,48,28,-8.96,2.26,
02:49:02.637,36.37,25.98,48,28,-8.64,3.2,
02:49:02.652,35.29,25.51,48,28,-8.42,3.86,
02:49:02.732,34.57,28.11,48,28,-8.5,1.95,
02:49:02.755,34.49,33.78,48,28,-8.55,0.61,
02:49:02.779,35.15,41.09,48,28,-7.82,-0.59,
02:49:02.797,36.15,45.19,48,28,-7.33,-1.44,
02:49:02.835,37.72,47.77,48,24,-5.64,-2.37,POSTURAL AVOIDANCE
02:49:02.855,39.27,49.21,48,24,-5.63,-3.55,POSTURAL AVOIDANCE
02:49:02.911,40.7,49.62,48,24,-5.72,-4.4,POSTURAL AVOIDANCE
02:49:02.927,42.01,49.76,48,24,-5.79,-5.0,POSTURAL AVOIDANCE
02:49:02.993,43.15,49.45,48,24,-5.09,-4.13,POSTURAL AVOIDANCE
02:49:03.015,44.14,49.03,48,24,-4.59,-3.52,POSTURAL AVOIDANCE
02:49:03.043,44.84,47.2,48,24,-5.18,-2.13,POSTURAL AVOIDANCE
02:49:03.060,45.12,43.56,48,24,-4.18,-1.14,POSTURAL AVOIDANCE
02:49:03.116,45.38,38.77,48,24,-3.45,-0.33,POSTURAL AVOIDANCE | SUPPRESSION PROFILE
02:49:03.144,45.22,34.76,48,24,-2.94,0.24,POSTURAL AVOIDANCE | SUPPRESSION PROFILE
02:49:03.173,44.98,33.82,48,24,-2.84,0.37,POSTURAL AVOIDANCE | SUPPRESSION PROFILE
02:49:03.190,44.7,33.16,48,24,-2.76,0.47,POSTURAL AVOIDANCE | SUPPRESSION PROFILE
02:49:03.232,43.6,29.69,48,24,-2.65,1.08,POSTURAL AVOIDANCE
02:49:03.247,42.58,29.41,48,24,-2.73,1.16,POSTURAL AVOIDANCE
02:49:03.337,41.63,29.09,48,24,-2.64,1.21,POSTURAL AVOIDANCE
02:49:03.360,40.75,28.86,48,24,-2.59,1.24,POSTURAL AVOIDANCE
02:49:03.383,40.27,31.88,48,24,-2.79,0.7,POSTURAL AVOIDANCE
02:49:03.399,40.66,35.2,48,24,-3.05,0.19,POSTURAL AVOIDANCE | SUPPRESSION PROFILE
02:49:03.438,41.18,36.84,48,24,-2.54,-0.19,POSTURAL AVOIDANCE | SUPPRESSION PROFILE
02:49:03.458,41.34,38.81,48,24,-2.12,-0.66,POSTURAL AVOIDANCE
02:49:03.534,41.58,39.71,48,24,-1.8,-1.0,POSTURAL AVOIDANCE
02:49:03.555,41.83,40.06,48,24,-1.58,-1.23,POSTURAL AVOIDANCE
02:49:03.576,42.4,43.57,48,24,-2.52,-1.5,POSTURAL AVOIDANCE
02:49:03.600,43.1,45.4,48,24,-3.19,-1.78,POSTURAL AVOIDANCE
02:49:03.644,43.92,47.29,48,24,-3.75,-2.37,POSTURAL AVOIDANCE
02:49:03.666,44.74,48.15,48,24,-4.15,-2.78,POSTURAL AVOIDANCE
02:49:03.731,45.5,48.36,48,24,-3.77,-3.11,POSTURAL AVOIDANCE
02:49:03.750,46.19,48.41,48,24,-3.5,-3.33,POSTURAL AVOIDANCE
02:49:03.776,46.8,48.25,48,24,-3.52,-3.14,POSTURAL AVOIDANCE
02:49:03.794,47.33,48.12,48,24,-3.54,-3.01,POSTURAL AVOIDANCE
02:49:03.865,47.78,47.86,65,24,-3.26,-2.97,POSTURAL AVOIDANCE
02:49:03.890,48.17,47.63,65,24,-3.06,-2.95,POSTURAL AVOIDANCE
02:49:03.912,48.32,45.69,65,24,-2.73,-2.08,POSTURAL AVOIDANCE
02:49:03.929,48.23,43.43,65,24,-2.49,-1.48,POSTURAL AVOIDANCE
02:49:03.982,48.29,44.77,65,24,-3.05,-1.63,POSTURAL AVOIDANCE
02:49:04.010,48.41,45.48,65,24,-3.44,-1.74,POSTURAL AVOIDANCE
02:49:04.034,48.29,43.28,65,24,-2.51,-1.43,POSTURAL AVOIDANCE
02:49:04.052,47.7,38.4,65,24,-2.01,-0.64,POSTURAL AVOIDANCE
02:49:04.140,47.31,34.8,65,24,-2.11,0.0,POSTURAL AVOIDANCE | SUPPRESSION PROFILE
02:49:04.165,46.7,32.21,65,24,-2.19,0.45,POSTURAL AVOIDANCE | SUPPRESSION PROFILE
02:49:04.188,46.54,36.04,65,24,-2.16,-0.18,POSTURAL AVOIDANCE | SUPPRESSION PROFILE
02:49:04.208,46.17,38.88,65,24,-1.42,-1.09,POSTURAL AVOIDANCE
02:49:04.237,45.8,38.47,65,24,-0.85,-1.64,POSTURAL AVOIDANCE
02:49:04.255,44.55,29.29,65,24,-2.04,0.91,POSTURAL AVOIDANCE
02:49:04.328,43.08,25.8,65,24,-2.74,2.28,POSTURAL AVOIDANCE
02:49:04.353,41.67,24.99,65,24,-3.22,3.23,POSTURAL AVOIDANCE
02:49:04.379,40.51,26.06,48,24,-3.49,2.55,POSTURAL AVOIDANCE
02:49:04.394,40.03,31.71,48,24,-4.1,0.92,POSTURAL AVOIDANCE
02:49:04.446,40.7,37.76,48,24,-4.56,-0.08,POSTURAL AVOIDANCE | SUPPRESSION PROFILE
02:49:04.475,41.23,41.98,48,24,-4.88,-0.79,POSTURAL AVOIDANCE
02:49:04.525,42.12,46.15,48,24,-4.45,-1.79,POSTURAL AVOIDANCE
02:49:04.546,43.08,47.71,48,24,-4.15,-2.5,POSTURAL AVOIDANCE
02:49:04.587,43.97,48.02,48,24,-3.12,-3.26,POSTURAL AVOIDANCE
02:49:04.611,44.71,47.37,48,20,-2.4,-3.79,POSTURAL AVOIDANCE
02:49:04.649,45.4,47.61,48,20,-3.05,-2.94,POSTURAL AVOIDANCE
02:49:04.670,45.97,47.08,48,20,-3.51,-2.34,POSTURAL AVOIDANCE
02:49:04.703,46.25,44.81,48,20,-3.37,-1.56,POSTURAL AVOIDANCE
02:49:04.719,46.42,43.88,48,20,-4.08,-1.22,POSTURAL AVOIDANCE
02:49:04.795,46.59,44.18,48,20,-4.69,-1.24,POSTURAL AVOIDANCE
02:49:04.819,46.77,44.33,48,20,-5.11,-1.26,POSTURAL AVOIDANCE
02:49:04.841,46.92,44.33,48,20,-4.85,-1.27,POSTURAL AVOIDANCE
02:49:04.861,47.0,43.72,48,20,-4.13,-1.18,POSTURAL AVOIDANCE
02:49:04.933,47.15,44.48,54,20,-3.41,-1.46,POSTURAL AVOIDANCE
02:49:04.955,47.31,44.7,54,20,-2.91,-1.65,POSTURAL AVOIDANCE
02:49:04.979,47.55,45.72,54,20,-3.63,-1.77,POSTURAL AVOIDANCE
02:49:04.995,47.81,46.22,54,20,-4.14,-1.85,POSTURAL AVOIDANCE
02:49:05.063,47.91,44.75,54,20,-2.71,-1.75,POSTURAL AVOIDANCE
02:49:05.084,47.74,42.26,54,20,-1.71,-1.69,POSTURAL AVOIDANCE
02:49:05.108,47.59,42.22,54,20,-2.27,-1.28,POSTURAL AVOIDANCE
02:49:05.126,47.46,42.24,54,20,-3.04,-1.02,POSTURAL AVOIDANCE
02:49:05.199,47.39,42.76,54,20,-3.69,-1.02,POSTURAL AVOIDANCE
02:49:05.226,47.35,42.97,54,20,-4.15,-1.02,POSTURAL AVOIDANCE
02:49:05.247,47.4,43.86,54,20,-3.63,-1.27,POSTURAL AVOIDANCE
02:49:05.266,47.57,45.12,54,20,-3.9,-1.55,POSTURAL AVOIDANCE
02:49:05.338,47.8,45.86,54,20,-4.25,-1.72,POSTURAL AVOIDANCE
02:49:05.364,48.13,47.11,54,20,-4.44,-2.16,POSTURAL AVOIDANCE
02:49:05.381,48.49,47.77,54,20,-4.57,-2.46,POSTURAL AVOIDANCE
02:49:05.400,48.91,48.66,54,20,-4.76,-3.06,POSTURAL AVOIDANCE
02:49:05.452,50.24,49.15,108,20,-4.76,-3.64,"POSTURAL AVOIDANCE | TACHYCARDIA (108 BPM, threshold 69)"
02:49:05.480,51.45,49.36,108,20,-4.77,-4.05,"POSTURAL AVOIDANCE | TACHYCARDIA (108 BPM, threshold 69)"
02:49:05.506,52.54,49.36,108,20,-4.51,-4.2,"POSTURAL AVOIDANCE | TACHYCARDIA (108 BPM, threshold 69)"
02:49:05.523,53.52,49.34,108,20,-4.33,-4.3,"POSTURAL AVOIDANCE | TACHYCARDIA (108 BPM, threshold 69)"
02:49:05.598,54.41,49.38,108,20,-4.36,-4.39,"POSTURAL AVOIDANCE | TACHYCARDIA (108 BPM, threshold 69)"
02:49:05.620,55.2,49.4,108,20,-4.37,-4.45,"POSTURAL AVOIDANCE | TACHYCARDIA (108 BPM, threshold 69)"
02:49:05.643,55.94,49.53,108,20,-4.56,-4.78,"POSTURAL AVOIDANCE | TACHYCARDIA (108 BPM, threshold 69)"
02:49:05.660,56.6,49.61,108,20,-4.69,-5.01,"POSTURAL AVOIDANCE | TACHYCARDIA (108 BPM, threshold 69)"
02:49:05.735,57.21,49.69,108,20,-5.0,-5.14,"POSTURAL AVOIDANCE | TACHYCARDIA (108 BPM, threshold 69)"
02:49:05.755,57.76,49.73,108,20,-5.23,-5.23,"POSTURAL AVOIDANCE | TACHYCARDIA (108 BPM, threshold 69)"
02:49:05.779,58.26,49.7,108,20,-4.97,-5.3,"POSTURAL AVOIDANCE | TACHYCARDIA (108 BPM, threshold 69)"
02:49:05.795,58.68,49.51,108,20,-4.46,-4.8,"POSTURAL AVOIDANCE | TACHYCARDIA (108 BPM, threshold 69)"
02:49:05.838,59.0,48.8,108,20,-4.02,-3.47,"POSTURAL AVOIDANCE | TACHYCARDIA (108 BPM, threshold 69)"
02:49:05.854,59.22,48.21,108,20,-3.68,-3.01,"POSTURAL AVOIDANCE | TACHYCARDIA (108 BPM, threshold 69)"
02:49:05.930,59.3,47.06,108,20,-3.38,-2.38,"POSTURAL AVOIDANCE | TACHYCARDIA (108 BPM, threshold 69)"
02:49:05.958,59.26,45.85,108,20,-3.18,-1.94,"POSTURAL AVOIDANCE | TACHYCARDIA (108 BPM, threshold 69)"
02:49:05.980,59.02,43.89,108,20,-3.09,-1.38,"POSTURAL AVOIDANCE | TACHYCARDIA (108 BPM, threshold 69)"
02:49:06.000,58.53,41.1,108,20,-3.17,-0.77,"POSTURAL AVOIDANCE | TACHYCARDIA (108 BPM, threshold 69)"
02:49:06.034,58.36,38.86,108,20,-3.07,-0.4,"POSTURAL AVOIDANCE | SUPPRESSION PROFILE | TACHYCARDIA (108 BPM, threshold 69)"
02:49:06.052,58.02,36.97,108,20,-2.77,-0.15,"POSTURAL AVOIDANCE | SUPPRESSION PROFILE | TACHYCARDIA (108 BPM, threshold 69)"
02:49:06.125,57.34,33.18,108,20,-2.47,0.38,"POSTURAL AVOIDANCE | SUPPRESSION PROFILE | TACHYCARDIA (108 BPM, threshold 69)"
02:49:06.157,55.97,30.62,108,20,-2.26,0.76,"POSTURAL AVOIDANCE | TACHYCARDIA (108 BPM, threshold 69)"
02:49:06.183,55.74,35.66,108,20,-2.52,-0.0,"POSTURAL AVOIDANCE | SUPPRESSION PROFILE | TACHYCARDIA (108 BPM, threshold 69)"
02:49:06.202,55.59,41.32,108,20,-2.84,-0.88,"POSTURAL AVOIDANCE | TACHYCARDIA (108 BPM, threshold 69)"
02:49:06.237,55.84,45.03,108,20,-3.16,-1.67,"POSTURAL AVOIDANCE | TACHYCARDIA (108 BPM, threshold 69)"
02:49:06.256,56.19,46.41,108,20,-3.24,-2.13,"POSTURAL AVOIDANCE | TACHYCARDIA (108 BPM, threshold 69)"
02:49:06.305,56.46,45.89,108,20,-3.27,-1.92,"POSTURAL AVOIDANCE | TACHYCARDIA (108 BPM, threshold 69)"
02:49:06.320,56.66,45.46,108,20,-3.29,-1.77,"POSTURAL AVOIDANCE | TACHYCARDIA (108 BPM, threshold 69)"
02:49:06.367,56.86,45.63,108,20,-3.04,-1.91,"POSTURAL AVOIDANCE | TACHYCARDIA (108 BPM, threshold 69)"
02:49:06.384,57.1,46.29,108,20,-3.3,-2.06,"POSTURAL AVOIDANCE | TACHYCARDIA (108 BPM, threshold 69)"
02:49:06.431,57.37,46.82,108,20,-3.62,-2.18,"POSTURAL AVOIDANCE | TACHYCARDIA (108 BPM, threshold 69)"
02:49:06.447,57.69,47.54,108,20,-4.04,-2.43,"POSTURAL AVOIDANCE | TACHYCARDIA (108 BPM, threshold 69)"
02:49:06.512,58.01,47.88,108,20,-4.3,-2.56,"POSTURAL AVOIDANCE | TACHYCARDIA (108 BPM, threshold 69)"
02:49:06.528,58.32,48.08,108,20,-4.47,-2.66,"POSTURAL AVOIDANCE | TACHYCARDIA (108 BPM, threshold 69)"
02:49:06.577,58.63,48.48,108,20,-4.95,-2.86,"POSTURAL AVOIDANCE | TACHYCARDIA (108 BPM, threshold 69)"
02:49:06.596,58.79,47.18,108,20,-5.09,-2.12,"POSTURAL AVOIDANCE | TACHYCARDIA (108 BPM, threshold 69)"
02:49:06.640,58.74,45.27,108,20,-5.19,-1.49,"POSTURAL AVOIDANCE | TACHYCARDIA (108 BPM, threshold 69)"
02:49:06.658,58.5,43.38,108,20,-5.26,-1.05,"POSTURAL AVOIDANCE | TACHYCARDIA (108 BPM, threshold 69)"
02:49:06.704,56.67,27.24,108,20,-3.57,2.02,"POSTURAL AVOIDANCE | TACHYCARDIA (108 BPM, threshold 69)"
02:49:06.720,54.64,23.29,108,20,-2.4,4.17,"POSTURAL AVOIDANCE | TACHYCARDIA (108 BPM, threshold 69)"
02:49:06.768,52.31,18.42,108,20,-1.02,6.04,"POSTURAL AVOIDANCE | TACHYCARDIA (108 BPM, threshold 69)"
02:49:06.786,49.88,8.99,108,20,0.58,6.69,"AU23 MICRO-LEAKAGE | POSTURAL AVOIDANCE | TACHYCARDIA (108 BPM, threshold 69)"
02:49:06.831,46.59,3.92,108,20,1.69,6.98,"POSTURAL AVOIDANCE | TACHYCARDIA (108 BPM, threshold 69)"
02:49:06.846,44.02,1.98,108,20,2.47,7.18,"AU23 MICRO-LEAKAGE | POSTURAL AVOIDANCE | TACHYCARDIA (108 BPM, threshold 69)"
02:49:06.915,41.07,1.44,108,20,2.88,5.39,"POSTURAL AVOIDANCE | TACHYCARDIA (108 BPM, threshold 69)"
02:49:06.932,38.41,1.51,108,20,3.2,3.82,"POSTURAL AVOIDANCE | TACHYCARDIA (108 BPM, threshold 69)"
02:49:06.976,36.1,2.33,108,20,3.46,2.71,"POSTURAL AVOIDANCE | TACHYCARDIA (108 BPM, threshold 69)"
02:49:06.994,34.78,3.83,108,20,3.63,1.92,"AU4 MICRO-LEAKAGE | POSTURAL AVOIDANCE | TACHYCARDIA (108 BPM, threshold 69)"
02:49:07.039,33.67,10.74,108,20,3.71,0.38,"POSTURAL AVOIDANCE | TACHYCARDIA (108 BPM, threshold 69)"
02:49:07.058,33.4,17.98,108,20,3.74,-0.83,"POSTURAL AVOIDANCE | TACHYCARDIA (108 BPM, threshold 69)"
02:49:07.104,33.59,22.25,108,20,3.74,-1.87,"POSTURAL AVOIDANCE | TACHYCARDIA (108 BPM, threshold 69)"
02:49:07.121,33.91,23.85,108,20,3.74,-2.6,"POSTURAL AVOIDANCE | TACHYCARDIA (108 BPM, threshold 69)"
02:49:07.167,34.96,25.39,108,20,3.33,-3.94,"AU23 MICRO-LEAKAGE | POSTURAL AVOIDANCE | TACHYCARDIA (108 BPM, threshold 69)"
02:49:07.184,35.96,25.95,108,20,3.04,-4.87,"AU23 MICRO-LEAKAGE | POSTURAL AVOIDANCE | TACHYCARDIA (108 BPM, threshold 69)"
02:49:07.231,36.89,26.29,108,20,2.8,-5.13,"AU23 MICRO-LEAKAGE | POSTURAL AVOIDANCE | TACHYCARDIA (108 BPM, threshold 69)"
02:49:07.248,37.76,26.57,108,20,2.62,-5.32,"AU23 MICRO-LEAKAGE | POSTURAL AVOIDANCE | TACHYCARDIA (108 BPM, threshold 69)"
02:49:07.310,38.61,27.24,108,20,2.29,-5.97,"AU23 MICRO-LEAKAGE | POSTURAL AVOIDANCE | TACHYCARDIA (108 BPM, threshold 69)"
02:49:07.328,39.43,27.8,108,20,2.05,-6.43,"AU23 MICRO-LEAKAGE | POSTURAL AVOIDANCE | TACHYCARDIA (108 BPM, threshold 69)"
02:49:07.376,39.83,30.5,108,20,1.26,-6.74,"POSTURAL AVOIDANCE | TACHYCARDIA (108 BPM, threshold 69)"
02:49:07.393,40.48,33.25,108,20,0.7,-6.96,"POSTURAL AVOIDANCE | TACHYCARDIA (108 BPM, threshold 69)"
02:49:07.439,41.11,33.8,108,20,0.61,-7.15,"POSTURAL AVOIDANCE | TACHYCARDIA (108 BPM, threshold 69)"
02:49:07.459,41.6,33.04,108,20,0.74,-7.33,"POSTURAL AVOIDANCE | TACHYCARDIA (108 BPM, threshold 69)"
02:49:07.505,42.69,31.99,108,20,0.94,-7.46,"FORCED AFFECT (NON-DUCHENNE) | POSTURAL AVOIDANCE | TACHYCARDIA (108 BPM, threshold 69)"
02:49:07.520,43.6,31.31,108,20,1.08,-7.55,"FORCED AFFECT (NON-DUCHENNE) | POSTURAL AVOIDANCE | TACHYCARDIA (108 BPM, threshold 69)"
02:49:07.568,43.17,35.32,54,20,0.35,-7.53,POSTURAL AVOIDANCE
02:49:07.584,42.54,36.82,54,20,0.11,-7.49,
02:49:07.660,42.73,36.91,54,20,0.09,-7.44,FORCED AFFECT (NON-DUCHENNE)
02:49:07.685,42.9,36.97,54,20,0.08,-7.4,FORCED AFFECT (NON-DUCHENNE)
02:49:07.713,42.86,35.01,54,20,0.4,-7.51,FORCED AFFECT (NON-DUCHENNE)
02:49:07.728,42.76,34.32,54,20,0.52,-7.48,FORCED AFFECT (NON-DUCHENNE)
02:49:07.805,42.71,34.77,54,20,0.44,-7.43,FORCED AFFECT (NON-DUCHENNE)
02:49:07.828,42.7,35.1,54,20,0.39,-7.39,FORCED AFFECT (NON-DUCHENNE)
02:49:07.846,42.43,32.48,54,20,0.85,-6.92,FORCED AFFECT (NON-DUCHENNE)
02:49:07.864,42.51,31.79,54,20,0.98,-6.62,FORCED AFFECT (NON-DUCHENNE) | POSTURAL AVOIDANCE
02:49:07.917,41.97,33.11,54,20,0.73,-6.46,POSTURAL AVOIDANCE
02:49:07.945,41.59,34.11,54,20,0.55,-6.35,POSTURAL AVOIDANCE
02:49:07.981,41.98,34.08,54,20,0.55,-5.84,FORCED AFFECT (NON-DUCHENNE) | POSTURAL AVOIDANCE
02:49:08.005,42.34,34.04,54,20,0.55,-5.48,FORCED AFFECT (NON-DUCHENNE) | POSTURAL AVOIDANCE
02:49:08.033,41.93,34.27,54,20,0.5,-4.83,POSTURAL AVOIDANCE
02:49:08.048,41.61,34.69,54,24,0.41,-4.56,POSTURAL AVOIDANCE
02:49:08.128,40.97,35.18,54,24,0.33,-4.49,
02:49:08.147,40.42,35.53,54,24,0.27,-4.44,
02:49:08.177,39.84,34.58,54,24,0.44,-4.78,
02:49:08.194,39.25,33.93,54,24,0.56,-5.02,
02:49:08.237,38.76,34.4,54,24,0.49,-5.38,
02:49:08.252,38.36,34.72,54,24,0.44,-5.63,
02:49:08.303,38.04,35.18,54,24,0.37,-6.1,
02:49:08.319,37.89,36.58,54,24,0.14,-6.01,
02:49:08.395,37.75,36.48,54,24,0.15,-5.74,
02:49:08.420,37.62,36.41,54,24,0.16,-5.55,
02:49:08.444,37.87,40.16,54,24,-0.45,-5.69,
02:49:08.460,38.34,42.55,54,24,-0.87,-5.79,
02:49:08.536,39.11,46.03,54,24,-1.69,-5.78,
02:49:08.559,39.96,47.57,54,24,-2.27,-5.78,
02:49:08.580,40.7,47.42,54,24,-2.2,-5.77,
02:49:08.599,41.38,47.5,54,24,-2.23,-6.02,
02:49:08.659,42.0,47.53,54,24,-2.23,-6.28,
02:49:08.678,42.55,47.55,54,24,-2.24,-6.46,
02:49:08.706,42.99,46.93,54,24,-1.98,-6.47,
02:49:08.726,43.33,46.42,54,24,-1.8,-6.48,
02:49:08.768,43.75,47.46,54,24,-2.19,-6.57,
02:49:08.784,44.17,48.02,54,24,-2.47,-6.64,
02:49:08.831,44.59,48.39,54,24,-2.7,-6.62,
02:49:08.849,44.94,48.03,54,24,-2.48,-6.68,
02:49:08.937,45.2,47.56,54,24,-2.24,-6.75,
02:49:08.961,45.4,47.18,54,24,-2.07,-6.8,
02:49:08.979,45.57,47.09,54,24,-2.04,-7.07,
02:49:08.997,45.75,47.44,54,24,-2.18,-7.21,
02:49:09.052,45.95,47.74,54,24,-2.32,-7.25,
02:49:09.073,46.15,47.93,54,24,-2.41,-7.27,
02:49:09.105,46.26,47.25,54,24,-2.1,-7.24,
02:49:09.123,46.32,46.91,54,24,-1.97,-7.24,
02:49:09.195,46.37,46.74,48,24,-1.9,-7.24,
02:49:09.216,46.39,46.61,48,24,-1.86,-7.24,
02:49:09.241,46.05,42.96,48,28,-0.94,-7.06,
02:49:09.259,45.82,39.81,48,28,-0.38,-6.83,POSTURAL AVOIDANCE
02:49:09.339,45.37,37.27,48,28,0.03,-6.74,POSTURAL AVOIDANCE
02:49:09.363,44.78,35.49,48,28,0.32,-6.67,POSTURAL AVOIDANCE
02:49:09.384,44.04,33.37,48,28,0.67,-5.63,POSTURAL AVOIDANCE
02:49:09.404,42.74,31.01,48,28,1.04,-3.81,
02:49:09.438,41.19,27.23,48,28,1.38,-2.08,
02:49:09.458,39.74,26.77,48,28,1.2,-1.65,
02:49:09.533,38.55,27.77,48,28,1.02,-1.7,
02:49:09.562,37.54,28.51,48,28,0.89,-1.73,
02:49:09.580,37.4,36.09,48,28,0.11,-3.51,
02:49:09.596,37.65,39.97,48,28,-0.44,-4.75,
02:49:09.643,38.64,40.05,48,28,-0.43,-5.56,FORCED AFFECT (NON-DUCHENNE)
02:49:09.666,39.54,40.07,48,28,-0.43,-6.13,FORCED AFFECT (NON-DUCHENNE)
02:49:09.729,40.55,42.12,48,28,-0.78,-6.43,FORCED AFFECT (NON-DUCHENNE)
02:49:09.746,41.61,43.67,48,28,-1.09,-6.66,FORCED AFFECT (NON-DUCHENNE)
02:49:09.776,42.62,44.25,48,28,-1.21,-6.82,FORCED AFFECT (NON-DUCHENNE)
02:49:09.794,43.76,46.46,48,28,-1.81,-6.94,FORCED AFFECT (NON-DUCHENNE)
02:49:09.862,44.9,47.69,48,24,-2.3,-7.0,FORCED AFFECT (NON-DUCHENNE)
02:49:09.888,45.99,48.31,48,24,-2.64,-7.04,FORCED AFFECT (NON-DUCHENNE)
02:49:09.913,46.88,47.43,48,24,-2.22,-5.39,FORCED AFFECT (NON-DUCHENNE)
02:49:09.931,47.35,44.0,48,24,-1.89,-2.11,FORCED AFFECT (NON-DUCHENNE)
02:49:09.986,46.31,29.53,48,24,-1.72,0.69,FORCED AFFECT (NON-DUCHENNE)
02:49:10.008,44.68,22.46,48,24,-1.6,2.66,FORCED AFFECT (NON-DUCHENNE)
02:49:10.032,43.41,20.47,48,24,-1.23,3.05,FORCED AFFECT (NON-DUCHENNE) | POSTURAL AVOIDANCE
02:49:10.053,42.72,18.98,48,24,-0.97,3.32,FORCED AFFECT (NON-DUCHENNE) | AU23 MICRO-LEAKAGE | POSTURAL AVOIDANCE
02:49:10.136,41.73,21.37,48,24,-1.01,1.98,FORCED AFFECT (NON-DUCHENNE) | POSTURAL AVOIDANCE
02:49:10.159,40.06,25.04,48,24,-1.04,1.04,
02:49:10.181,39.25,24.49,48,24,-1.96,2.16,FORCED AFFECT (NON-DUCHENNE)
02:49:10.201,40.13,35.48,48,24,-2.49,0.02,FORCED AFFECT (NON-DUCHENNE) | SUPPRESSION PROFILE
02:49:10.251,41.33,44.68,48,20,-2.57,-1.8,FORCED AFFECT (NON-DUCHENNE)
02:49:10.278,42.67,47.21,48,20,-2.63,-3.07,FORCED AFFECT (NON-DUCHENNE)
02:49:10.305,43.1,46.97,48,20,-2.17,-3.95,
02:49:10.324,43.39,46.03,48,20,-1.77,-4.31,
02:49:10.390,44.08,46.23,48,20,-1.8,-4.79,POSTURAL AVOIDANCE
02:49:10.412,44.7,46.35,48,20,-1.81,-5.12,POSTURAL AVOIDANCE
02:49:10.432,45.32,46.86,48,20,-1.99,-5.27,POSTURAL AVOIDANCE
02:49:10.452,46.09,48.99,48,20,-3.27,-5.62,POSTURAL AVOIDANCE
02:49:10.542,46.84,49.62,48,20,-4.35,-5.97,POSTURAL AVOIDANCE
02:49:10.575,47.54,49.8,48,20,-5.1,-6.21,POSTURAL AVOIDANCE
02:49:10.596,48.16,49.75,48,20,-4.79,-6.31,POSTURAL AVOIDANCE
02:49:10.614,48.69,49.49,48,20,-3.97,-6.33,POSTURAL AVOIDANCE
